http://www.datasciencecentral.com/profiles/blogs/check-out-our-dsc-newsletter:like 18,view 208817, facebook 0
http://www.datasciencecentral.com/profiles/blogs/practical-applications-of-locality-sensitive-hashing-for:like 0,view 1600, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-the-gap-between-data-science-and-statistics-grew-over-time:like 0,view 2578, facebook 0
http://www.datasciencecentral.com/profiles/blogs/five-must-read-analytics-blogs:like 0,view 3101, facebook 0
http://www.datasciencecentral.com/profiles/blogs/benefits-of-data-warehouse-and-business-intelligence:like 0,view 1903, facebook 0
http://www.datasciencecentral.com/profiles/blogs/editor-s-weekly-selection-of-resources-and-articles-from-various-:like 0,view 840, facebook 0
http://www.datasciencecentral.com/profiles/blogs/strategic-placement-for-big-data-in-organizations:like 0,view 551, facebook 0
http://www.datasciencecentral.com/profiles/blogs/7-tips-to-create-winning-reports-and-dashboards:like 5,view 2286, facebook 0
http://www.datasciencecentral.com/profiles/blogs/72-infographics-about-big-data:like 0,view 2091, facebook 0
http://www.datasciencecentral.com/profiles/blogs/45-surprising-facts-about-big-data:like 1,view 2436, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-may-5:like 0,view 540, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-job-ads-that-do-not-attract-candidates-versus-those-:like 3,view 5182, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-invisible-data-could-provide-the-tobacco-industry-a-second:like 0,view 699, facebook 0
http://www.datasciencecentral.com/profiles/blogs/business-intelligence-value-chain:like 2,view 2223, facebook 0
http://www.datasciencecentral.com/profiles/blogs/building-a-house-and-building-a-data-analytic-model:like 0,view 722, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-dangers-of-the-talent-shortage-myth:like 3,view 1430, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-algorithmic-man-epic-battle-against-headless-apparitions:like 0,view 333, facebook 0
http://www.datasciencecentral.com/profiles/blogs/developer-vs-coder:like 0,view 543, facebook 0
http://www.datasciencecentral.com/profiles/blogs/take-me-out-to-the-data:like 0,view 557, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-april-28:like 0,view 413, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-deadly-data-science-sin-of-confirmation-bias:like 2,view 3041, facebook 0
http://www.datasciencecentral.com/profiles/blogs/interesting-new-contests-on-kaggle:like 0,view 1757, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-displacing-traditional-science:like 0,view 2609, facebook 0
http://www.datasciencecentral.com/profiles/blogs/175-analytic-and-data-science-web-sites:like 0,view 914, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-sets-and-oyjer-machine-learning-resources-from-uc-irvine:like 3,view 2232, facebook 0
http://www.datasciencecentral.com/profiles/blogs/nine-new-great-articles-and-resources-posted-externally:like 0,view 566, facebook 0
http://www.datasciencecentral.com/profiles/blogs/manage-performance-of-enterprise-applications:like 0,view 206, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-embodiment-an-ecosystemic-approach:like 1,view 231, facebook 0
http://www.datasciencecentral.com/profiles/blogs/business-intelligence-and-data-warehousing:like 0,view 1827, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-data-science-alphabet:like 3,view 2971, facebook 0
http://www.datasciencecentral.com/profiles/blogs/employee-churn-201-calculating-employee-value:like 1,view 1546, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-april-21:like 0,view 602, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-to-identify-the-right-data-scientist-for-your-company:like 1,view 2797, facebook 0
http://www.datasciencecentral.com/profiles/blogs/top-10-list-the-v-s-of-big-data:like 3,view 2685, facebook 0
http://www.datasciencecentral.com/profiles/blogs/4000-copies-of-data-science-book-pre-ordered:like 5,view 4501, facebook 0
http://www.datasciencecentral.com/profiles/blogs/another-10-external-articles-and-resources-worth-reading:like 1,view 2603, facebook 0
http://www.datasciencecentral.com/profiles/blogs/9-must-read-articles:like 6,view 7495, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-are-we-making-a-big-mistake-my-reaction:like 1,view 2218, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-april-14:like 0,view 222, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-for-business-hacking:like 3,view 1522, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-six-meta-resources-for-best-practices-lessons-learned:like 0,view 1556, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-dictionary:like 1,view 1856, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-data-science-venn-diagram-revisited:like 2,view 6719, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-april-7:like 0,view 323, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-timeline:like 2,view 1698, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-can-social-networks-easily-generate-an-extra-200-million-per-:like 2,view 864, facebook 0
http://www.datasciencecentral.com/profiles/blogs/illegal-drugs-do-they-really-work:like 2,view 1383, facebook 0
http://www.datasciencecentral.com/profiles/blogs/mapreduce-map-reduction-strategies-using-c:like 0,view 3097, facebook 0
http://www.datasciencecentral.com/profiles/blogs/two-new-books-in-my-data-science-and-big-data-stack:like 2,view 3463, facebook 0
http://www.datasciencecentral.com/profiles/blogs/nate-silver-s-famous-run-of-successful-predictions-came-to-an:like 1,view 4245, facebook 0
http://www.datasciencecentral.com/profiles/blogs/is-data-scientist-the-right-career-path-for-you:like 3,view 6167, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-without-statisticians-bd2k-symposium-at-ucla:like 0,view 371, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-march-31:like 0,view 229, facebook 0
http://www.datasciencecentral.com/profiles/blogs/sample-data-science-project-optimizing-all-business-levers-simult:like 2,view 17657, facebook 0
http://www.datasciencecentral.com/profiles/blogs/vertical-vs-horizontal-data-scientists:like 20,view 18149, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-big-savings-environmentalism-and-high-tech-collide:like 0,view 330, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-data-scientist-at-work:like 0,view 1771, facebook 0
http://www.datasciencecentral.com/profiles/blogs/cute-but-flawed-api-what-your-name-says-about-your-politics:like 0,view 152, facebook 0
http://www.datasciencecentral.com/profiles/blogs/interesting-chart:like 0,view 2011, facebook 0
http://www.datasciencecentral.com/profiles/blogs/21-thought-leader-professors-in-data-science:like 0,view 1923, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-data-science-toolkit-my-boot-camp-ciriculum:like 8,view 5356, facebook 0
http://www.datasciencecentral.com/profiles/blogs/kgnuggets-2014-salary-survey:like 1,view 2316, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-haboob-clouds-hadoops-future:like 1,view 1634, facebook 0
http://www.datasciencecentral.com/profiles/blogs/18-great-external-resources-and-articles-from-top-news-outlets:like 0,view 1577, facebook 0
http://www.datasciencecentral.com/profiles/blogs/write-a-data-science-research-paper-and-win-fame-and-money:like 1,view 3564, facebook 0
http://www.datasciencecentral.com/profiles/blogs/jackknife-logistic-and-linear-regression:like 5,view 20543, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-march-24:like 0,view 239, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-best-kept-secret-about-linear-and-logistic-regression:like 10,view 23628, facebook 0
http://www.datasciencecentral.com/profiles/blogs/machine-learning-in-parallel-with-support-vector-machines:like 8,view 9128, facebook 0
http://www.datasciencecentral.com/profiles/blogs/learn-experimental-design-with-our-live-real-time-ongoing-analysi:like 0,view 2666, facebook 0
http://www.datasciencecentral.com/profiles/blogs/top-10-business-intelligence-trends-for-2014:like 0,view 1446, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-a-to-zz-a-glossary-of-my-favorite-data-science-things:like 4,view 2688, facebook 0
http://www.datasciencecentral.com/profiles/blogs/7-key-skills-of-effective-data-scientists:like 9,view 8783, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-march-17-1:like 1,view 462, facebook 0
http://www.datasciencecentral.com/profiles/blogs/stem-education-and-big-data:like 3,view 1641, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-texas-sharpshooter-deception:like 1,view 934, facebook 0
http://www.datasciencecentral.com/profiles/blogs/two-big-datasets-to-challenge-your-data-science-expertise:like 2,view 3915, facebook 0
http://www.datasciencecentral.com/profiles/blogs/17-areas-to-benefit-from-big-data-analytics-in-next-10-years:like 2,view 4227, facebook 0
http://www.datasciencecentral.com/profiles/blogs/with-highest-penetration-of-smartphones-in-the-world-big-data:like 0,view 130, facebook 0
http://www.datasciencecentral.com/profiles/blogs/life-cycle-of-data-science-projects:like 15,view 10478, facebook 0
http://www.datasciencecentral.com/profiles/blogs/oil-and-gas-solution-built-on-data-tactics-big-data-engine:like 4,view 549, facebook 0
http://www.datasciencecentral.com/profiles/blogs/three-myths-about-today-s-in-memory-databases:like 1,view 1274, facebook 0
http://www.datasciencecentral.com/profiles/blogs/great-example-of-root-cause-analysis-to-debunk-the-missile-myth:like 0,view 2169, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-interaction-in-organizational-systems:like 0,view 147, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-logistics-data-transfer-using-apache-sqoop-from-rdbms:like 0,view 1499, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-multiple-facets-of-data-science:like 0,view 987, facebook 0
http://www.datasciencecentral.com/profiles/blogs/some-times-outliers-are-real-data:like 5,view 7554, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-present-and-the-future-of-big-data-and-mobile-technology:like 3,view 1402, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-march-10:like 0,view 466, facebook 0
http://www.datasciencecentral.com/profiles/blogs/is-data-science-dead:like 0,view 2845, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-to-compete-against-data-scientists-charging-30-hour:like 6,view 20587, facebook 0
http://www.datasciencecentral.com/profiles/blogs/introduction-to-my-data-science-book:like 16,view 8846, facebook 0
http://www.datasciencecentral.com/profiles/blogs/recommender-systems-past-present-and-future:like 1,view 3552, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-scientist-please-meet-the-data-artist:like 4,view 3141, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-reason-facebook-paid-us-19-bn-for-whatsapp-decoded:like 0,view 1438, facebook 0
http://www.datasciencecentral.com/profiles/blogs/is-your-customer-data-for-your-customers-benefit:like 0,view 213, facebook 0
http://www.datasciencecentral.com/profiles/blogs/read-this-tutorial-before-you-use-proc-corr:like 0,view 873, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-data-science-toolkit-the-future-web-toolkit:like 2,view 2267, facebook 0
http://www.datasciencecentral.com/profiles/blogs/forecasting-with-the-baum-welch-algorithm-and-hidden-markov:like 1,view 2883, facebook 0
http://www.datasciencecentral.com/profiles/blogs/r-resource-guide-for-quantitative-data-scientist:like 0,view 108, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-the-door-to-co-operation-and-communication-in:like 0,view 304, facebook 0
http://www.datasciencecentral.com/profiles/blogs/best-online-educational-programs-in-u-s:like 0,view 120, facebook 0
http://www.datasciencecentral.com/profiles/blogs/risks-posed-by-commodified-labour-in-complex-fields:like 0,view 294, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-february-24:like 0,view 521, facebook 0
http://www.datasciencecentral.com/profiles/blogs/a-data-scientist-salary-history:like 16,view 25723, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-vendor-revenue-and-market-forecast-2013-2017:like 0,view 1986, facebook 0
http://www.datasciencecentral.com/profiles/blogs/using-analytics-to-solve-the-problem-of-employability:like 0,view 696, facebook 0
http://www.datasciencecentral.com/profiles/blogs/interview-with-dr-roy-marsten-the-man-shaping-big-data:like 4,view 2905, facebook 0
http://www.datasciencecentral.com/profiles/blogs/proposal-for-bulk-email-processing:like 0,view 510, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-top-1-data-users-consume-99-of-all-the-data-being-produced-tr:like 1,view 1325, facebook 0
http://www.datasciencecentral.com/profiles/blogs/interesting-cartoons:like 1,view 1600, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-february-17:like 0,view 427, facebook 0
http://www.datasciencecentral.com/profiles/blogs/a-method-for-predicting-fishing-activity-based-on-geospatial:like 2,view 814, facebook 0
http://www.datasciencecentral.com/profiles/blogs/good-paper-on-multidimensional-outlier-detection-on-time-series:like 1,view 1862, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-is-cheap-and-easy:like 4,view 3778, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-silos-obstruct-quest-for-competitive-advantage:like 1,view 960, facebook 0
http://www.datasciencecentral.com/profiles/blogs/internship-in-data-scientist-or-statitic:like 0,view 1133, facebook 0
http://www.datasciencecentral.com/profiles/blogs/combining-employee-expertise-with-big-data-technical-skills:like 2,view 579, facebook 0
http://www.datasciencecentral.com/profiles/blogs/participate-in-our-big-data-survey-interview-questions:like 4,view 5321, facebook 0
http://www.datasciencecentral.com/profiles/blogs/r-python:like 3,view 5980, facebook 0
http://www.datasciencecentral.com/profiles/blogs/bring-data-science-to-everyday-life:like 4,view 1126, facebook 0
